ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Bankrupt?
0.48115829,0.525294374,0.532844371,1.0452452452452453e-14,0.05440881763527054,7.202737373737374e-13,0.0,0.174371076,0.174371076,0.174371076,0.212347547,0.167959629,0.05985985985985044,0.089216072,0.910783928,0.167181962,0.113943028,0.8628628628628628,1.0601601601601601e-14,0.026935484,1.4690471264367817e-12,0.806433173,0.177311441,0.334635312,0.056063078,7.328477720207254e-13,0.041680938,0.344387169,1.9499003027245207e-12,0.430918349,1.1103005241090147e-12,1.07322e-14,0.5669999999999956,0.521,0.430918349,0.63737445,0.57555563,0.019263531,0,0.789612899,3.130703665987812e-13,0.042851409,0
0.506751816,0.564217183,0.549387012,1.184144144144144e-14,0.5290581162324649,4.949989898989899e-13,0.283834396,0.163204248,0.163204248,0.163204248,0.2312565,0.188973413,0.7187187187187158,0.221332043,0.778667957,0.188009954,0.190404798,0.6526526526526526,3.4561121121121123e-13,0.095483871,1.2614879832810866e-13,0.774382902,0.554007146,0.82640188,0.010290158,2.4753886010362694e-14,0.228611125,0.346551427,6.438781029263371e-13,0.991968888,0.7368972746331237,1.75791e-14,1.9246000000000203e-15,0.061200000000000004,0.991968888,0.644758619,0.606480076,0.043286425,0,0.812369994,9.527433808554069e-14,0.015197653,0
0.533271584,0.593818142,0.590449168,4.124254254254254e-14,0.39178356713426854,0.0,0.032088268,0.177742194,0.177742194,0.177742194,0.229932873,0.182947955,0.7497497497497472,0.045651057,0.954348943,0.181577558,0.122938531,0.001911911911911912,1.0851461461461462e-13,0.02516129,7.20662486938349e-14,0.951804014,0.932882251,0.893725482,0.750672565,8.134240414507773e-12,0.050380057,0.387812242,0.0,0.993013354,0.0,3.1077200000000004e-14,2.3145600000000232e-14,7.04596e-14,0.993013354,0.675304529,0.638759798,0.008650018,0,0.830803449,1.0107128309572404e-14,0.083989368,0
0.586749866,0.676406454,0.648803469,0.8978978978978979,0.5390781563126252,0.0,0.016904545,0.320129788,0.320129788,0.320129788,0.335350288,0.277773593,0.9409409409409403,0.068597515,0.931402485,0.276939899,0.073463268,4.0605405405405405e-14,2.5595195195195196e-14,0.018870968,1.6179802507836992e-12,0.820120436,0.461088866,0.459061232,0.132249093,1.1209122279792745e-12,0.064542012,0.379898509,1.329494450050454e-13,0.868371923,0.0,2.9317500000000004e-14,2.0103700000000202e-14,2.26938e-14,0.868371923,0.654426582,0.654637447,0.0218182,0,0.869950554,6.813049898167075e-13,0.0561988,0
0.484180763,0.54448321,0.536324214,2.512982982982983e-14,0.4629258517034068,2.4547878787878787e-13,0.0,0.17748936,0.17748936,0.17748936,0.21915477,0.173156587,0.5535535535535491,0.075823079,0.924176921,0.172158962,0.122938531,2.0063663663663664e-14,3.7862762762762765e-14,0.027096774,8.279665621734586e-13,0.84609449,0.485152431,0.54204642,0.102551638,9.207192746113991e-13,0.060904044,0.338353776,6.27962663975782e-13,0.743647814,0.0,1.5996000000000002e-14,4.7785000000000456e-15,0.848,0.743647814,0.541869375,0.558757422,0.017424168,0,0.804511291,8.488503054989904e-14,0.050741484,0
0.600789743,0.676788051,0.659992505,1.2038238238238237e-14,0.9458917835671342,0.0,0.044538921,0.251653955,0.251653955,0.251653955,0.297437837,0.238909392,0.6906906906906876,0.029355746,0.970644254,0.237960938,0.136431784,1.616186186186186e-14,4.660147147147147e-13,0.025322581,1.0662089864158829e-13,0.98535339,0.926351803,0.962691028,0.690628154,1.1056699481865286e-11,0.033944755,0.444310853,1.090266094853683e-12,0.996267017,0.0,2.89995e-14,1.849270000000018e-14,5.6375100000000007e-14,0.996267017,0.641424817,0.674594252,0.005325507,0,0.879246786,1.0734643584521494e-13,0.1266152,0
0.488470726,0.55936546,0.541731356,0.9569569569569569,0.20040080160320642,7.936147474747474e-12,0.03968013,0.212548987,0.212548987,0.212548987,0.226718351,0.180311817,0.6006006006005966,0.046165009,0.953834991,0.17935299,0.098950525,4.787347347347347e-14,1.0185075075075074e-13,0.022580645,7.138664576802509e-13,0.838119721,0.406312418,0.40365203,0.112458015,2.227101450777202e-12,0.027349727,0.382858402,2.580731584258325e-13,0.530198563,0.0,1.54121e-14,6.125300000000062e-15,1.2023500000000001e-14,0.530198563,0.658356788,0.631656234,0.010441479,0,0.813037683,4.3237586558045246e-13,0.083077605,0
0.567055038,0.641790231,0.622303121,3.141511511511512e-14,0.0748496993987976,3.5054040404040406e-13,0.050207511,0.193249336,0.193249336,0.193249336,0.26359081,0.212698652,0.6766766766766734,0.119357862,0.880642138,0.211748737,0.233883058,3.6397597597597595e-14,1.2600720720720722e-13,0.058548387,3.056921630094044e-13,0.857680116,0.655865931,0.692560128,0.191452414,1.1151961658031088e-12,0.094131601,0.345950518,3.3868143289606457e-13,0.743123608,2.490449685534591e-13,1.1239800000000001e-14,1.152800000000012e-15,0.905,0.743123608,0.679060075,0.585188269,0.021142121,0,0.859279068,2.5305906313645883e-14,0.031348651,0
0.427143762,0.483972961,0.473633492,5.991331331331331e-14,1.747194388777555e-14,2.272959595959596e-13,0.0,0.205301083,0.205301083,0.205301083,0.196085847,0.155381487,0.5835835835835794,0.032409227,0.967590773,0.154400121,0.023988006,1.203053053053053e-14,1.9537137137137138e-14,0.011774194,2.664787878787879e-13,0.775092258,0.172423682,0.201692916,0.052213194,7.889034196891191e-13,0.035995979,0.303287881,4.993687184661958e-13,0.967577362,0.0,3.4150800000000006e-14,1.9833400000000198e-14,2.31432e-14,0.967577362,0.628000352,0.521275696,0.027406648,0,0.76737505,5.099959266802496e-14,0.115743767,0
0.5543314,0.600141736,0.590663312,2.3787087087087088e-14,1.7982264529058116e-14,0.0,0.244559166,0.216299355,0.216299355,0.216299355,0.243263685,0.200647737,0.7037037037037007,0.0369441,0.9630559,0.199457055,0.082458771,1.2566066066066066e-14,0.8858858858858859,0.019354839,1.0940671891327065e-12,0.829864045,0.409443095,0.420693187,0.254289618,3.3117305699481867e-12,0.041837563,0.410840522,3.352760847628658e-13,1.0,0.0,2.11278e-14,1.1154100000000112e-14,3.49194e-14,1.0,0.645037866,0.655811409,0.015384795,0,0.835247427,8.507240325865667e-14,0.102569609,0
0.453809779,0.513137811,0.506236951,0.997997997997998,0.0,1.5456060606060605e-13,0.0,0.194049977,0.194049977,0.194049977,0.20705304,0.164946901,0.6146146146146108,0.038123167,0.961876833,0.164301335,0.106446777,0.7607607607607607,1.2116116116116118e-14,0.022096774,2.370997074190178e-12,0.795442033,0.098952548,0.277655758,0.012557577,1.871140932642487e-13,0.036507028,0.35060478,2.4667127144298686e-12,0.847819702,0.0,0.9520000000000001,0.3159999999999931,0.126,0.847819702,0.645259351,0.577842844,0.02029771,0,0.785369016,1.5365957230142724e-13,0.099663075,0
0.438697411,0.481410816,0.485839713,1.681881881881882e-14,0.7925851703406813,2.464888888888889e-13,0.0,0.168766592,0.168766592,0.168766592,0.197598563,0.151540258,0.8108108108108089,0.190766998,0.809233002,0.150554257,0.133433283,7.342632632632632e-14,1.6053853853853854e-14,0.040645161,3.4599064785788926e-12,0.771568749,0.352648279,0.369174564,0.116587343,6.995151295336788e-13,0.09137216,0.335573012,1.7017275479313824e-13,0.451190229,3.0525490566037736e-12,1.14045e-14,1.4248000000000148e-15,1.03856e-14,0.451190229,0.624070881,0.533442285,0.038413132,0,0.76916277,6.949175152749562e-14,0.018267964,0
0.529615366,0.544592237,0.571443867,0.6786786786786787,0.4659318637274549,3.030606060606061e-13,0.128656747,0.195735536,0.195735536,0.195735536,0.218871135,0.174135723,5.573573573573638e-16,0.084741663,0.915258337,0.173011085,0.112443778,1.918378378378378e-14,1.1131631631631631e-14,0.026774194,1.2452535005224661e-12,0.824151882,0.352940079,0.404515519,0.271529169,3.420155440414508e-12,0.043273917,0.356128313,7.57072351160444e-13,0.471192279,1.2589058700209644e-12,1.67942e-14,5.1014000000000525e-15,3.13353e-14,0.471192279,0.676277321,0.60793265,0.016554949,0,0.802307658,1.9306537678207938e-13,0.045230282,0
0.567932531,0.638137811,0.626264789,0.7207207207207207,0.4529058116232465,0.0,0.014880049,0.255067212,0.255067212,0.255067212,0.287037912,0.228741433,1.538538538538569e-16,0.098013726,0.901986274,0.227818415,0.313343328,2.0407907907907907e-14,9.995765765765767e-14,0.056935484,6.092991640543364e-13,0.855514637,0.571023841,0.712376027,0.155370761,8.303175129533679e-13,0.102643841,0.35624864,7.998494450050455e-13,0.983824488,0.0,0.99,0.8229999999999982,0.0064,0.983824488,0.607441089,0.614789889,0.022427801,0,0.848863566,1.3739294297352484e-12,0.038792372,0
0.413542632,0.478957697,0.463997002,1.3056856856856857e-14,0.011923847695390781,2.0204040404040404e-13,0.0,0.149761915,0.149761915,0.149761915,0.174813274,0.132183475,2.4833833833834094e-15,0.264111014,0.735888986,0.134514742,0.368815592,1.7481581581581582e-14,7.344616616616617e-13,0.217096774,1.3953688610240333e-13,0.693112302,0.418541749,0.675651145,0.076159114,1.5322766839378239e-13,0.273433157,0.33666187,5.003169525731584e-13,0.997104318,0.0,0.8320000000000001,0.5179999999999951,0.28500000000000003,0.997104318,0.659854424,0.530951307,0.063323696,0,0.770107387,1.2950977596741478e-13,0.012073289,0
0.494320675,0.568523768,0.545693024,2.4122722722722723e-14,0.15831663326653306,0.0,0.098390525,0.187602714,0.187602714,0.187602714,0.222558381,0.180010545,0.6546546546546512,0.043595247,0.956404753,0.179028731,0.067466267,0.8888888888888888,1.3933533533533532e-14,0.017580645,1.6930141065830723e-12,0.810471409,0.253535592,0.317538933,0.101670998,1.7302836269430053e-12,0.031904231,0.356135773,1.1500835519677093e-12,0.653830578,0.0,1.86491e-14,5.280700000000051e-15,1.63845e-14,0.653830578,0.648711346,0.587907479,0.015517469,0,0.817977325,6.194784114053016e-13,0.087776215,0
0.513040511,0.563344963,0.56394882,2.320830830830831e-14,0.02635270541082164,2.475e-13,0.178256909,0.180860478,0.180860478,0.180860478,0.225867448,0.180763727,0.6696696696696663,0.115548568,0.884451432,0.17976774,0.104947526,0.8608608608608609,1.0904504504504504e-14,0.027580645,1.6985815047021945e-12,0.766312185,0.185392264,0.292364914,0.05552736,4.1264103626943004e-13,0.07368041,0.352724537,7.720428859737639e-13,0.597785637,1.4894114255765199e-12,1.06487e-14,0.6879999999999968,0.5850000000000001,0.597785637,0.660264679,0.6101008,0.03897485,0,0.813290514,4.3752515274949533e-13,0.032480825,0
0.233851704,0.33182512,0.33342256,6.987967967967968e-14,0.0,0.18181818181818182,0.0,0.153933673,0.153933673,0.153933673,0.169235133,0.121036379,0.3743743743743681,0.102639296,0.897360704,0.120006033,0.451274363,1.6397087087087087e-13,2.788213213213213e-13,0.077741935,5.0169592476489026e-14,0.761938407,0.377485037,0.387678602,0.285880495,1.4543474611398965e-12,0.107850289,0.264321319,1.1992240161453077e-13,0.988964249,0.0,0.14200000000000002,0.018999999999990184,0.552,0.988964249,0.167677542,0.307668744,0.04321844,0,0.650284583,4.063645621181304e-15,0.036927489,1
0.432457466,0.445704317,0.451951389,1.2848548548548549e-14,0.23847695390781562,2.0810202020202022e-13,0.0,0.167123172,0.167123172,0.167123172,0.187765907,0.152444076,0.7587587587587563,0.135955498,0.864044502,0.152989971,0.064467766,1.6506106106106106e-14,0.6816816816816816,0.021935484,1.0485667711598746e-12,0.764457956,0.302203096,0.328850447,0.041236006,2.598908808290155e-13,0.086962206,0.337532297,2.2442320887991928e-13,0.602477053,1.8220241090146748e-12,2.17274e-14,1.0508600000000105e-14,0.074,0.602477053,0.653963983,0.550812865,0.040979028,0,0.74749636,9.283268839103965e-14,0.027116831,0
0.499195632,0.533907545,0.543390974,1.836986986986987e-14,0.8266533066132264,7.606818181818182e-13,0.547018929,0.192111584,0.192111584,0.192111584,0.216412972,0.171876177,0.6166166166166127,0.095292802,0.904707198,0.170884549,0.182908546,9.348998998998999e-14,2.816986986986987e-14,0.038870968,1.0672175548589342e-12,0.773064545,0.391790951,0.402124679,0.115900423,6.368684974093265e-13,0.099812745,0.344755586,1.3321775983854692e-13,0.983174457,0.0,0.767,0.8009999999999979,0.675,0.983174457,0.616107514,0.577423306,0.038566674,0,0.7975453,1.1290621181262844e-13,0.039982946,0
0.543801492,0.595071958,0.577975266,0.6266266266266266,0.10220440881763526,3.2629494949494953e-13,0.297094848,0.286587164,0.286587164,0.286587164,0.254703602,0.219025382,0.911911911911911,0.01823019,0.98176981,0.214169369,0.176911544,1.2317417417417416e-13,7.246926926926927e-14,0.030322581,8.707935214211076e-13,0.892224571,0.579334413,0.56684575,0.278096551,8.868440829015545e-12,0.016803328,0.409212401,3.4149243188698287e-13,0.742211774,7.874884696016772e-14,1.3961500000000001e-14,4.8939000000000506e-15,1.94544e-14,0.742211774,0.736474529,0.61331286,0.004471595,0,0.828757283,3.465198574338121e-13,0.191104688,0
0.553697655,0.580625818,0.606617057,0.3763763763763764,0.03406813627254509,9.647434343434343e-13,0.155481324,0.19763179,0.19763179,0.19763179,0.232201948,0.18656323,0.6206206206206168,0.056716147,0.943283853,0.185566699,0.157421289,3.461881881881882e-14,1.151031031031031e-14,0.030645161,2.027467607105538e-12,0.793372003,0.226046292,0.272303617,0.073225141,1.0714702590673576e-12,0.037184295,0.37923847,7.384751765893038e-13,0.595703699,4.516772536687631e-13,0.5820000000000001,0.5169999999999951,0.499,0.595703699,0.604776722,0.638702728,0.021076904,0,0.823744122,6.106252545824909e-14,0.067979282,0
0.483937016,0.533634976,0.529043311,0.05865865865865866,0.06803607214428857,4.3135656565656567e-13,0.924486284,0.191015971,0.191015971,0.191015971,0.215751158,0.171650222,0.053553553553544075,0.085074221,0.914925779,0.170718649,0.100449775,1.0347447447447447e-14,1.756826826826827e-14,0.02516129,7.29617972831766e-13,0.757798992,0.208016667,0.290280927,0.05444713,3.6124000000000003e-13,0.082584474,0.366868305,5.465728557013118e-13,0.905919274,0.0,0.995,0.7359999999999972,0.545,0.905919274,0.63982164,0.638304159,0.043999336,0,0.79624744,1.2322362525458374e-13,0.045047655,0
0.532686589,0.588748365,0.580330853,1.1054354354354355e-14,0.21142284569138275,1.777959595959596e-13,0.107399534,0.248704227,0.248704227,0.248704227,0.246289118,0.201626874,0.7757757757757735,0.057502192,0.942497808,0.199540005,0.109445277,2.077127127127127e-14,2.249049049049049e-14,0.023387097,6.619740856844304e-13,0.824925418,0.38936464,0.429373934,0.152786965,1.6667469430051814e-12,0.050039619,0.369683754,5.565490413723512e-13,0.794308347,1.09262893081761e-13,1.64193e-14,5.376600000000055e-15,1.6287300000000003e-14,0.794308347,0.662781206,0.621052238,0.018053186,0,0.827514599,4.3603767820774376e-13,0.067067726,0
0.498025642,0.568741823,0.554687082,1.5485335335335335e-13,0.0,5.030808080808081e-13,0.0,0.180607644,0.180607644,0.180607644,0.225678359,0.177826316,0.634634634634631,0.06744868,0.93255132,0.176789081,0.00149925,0.02872872872872873,0.06056056056056056,0.009032258,1.4495628108672938e-11,0.7504686,0.047737648,0.116134608,0.003424949,4.992269430051814e-14,0.037329957,0.345826456,9.290252270433906e-13,0.506357324,3.0377683438155136e-12,4.941808e-13,2.1137100000000208e-13,3.57547e-14,0.506357324,0.641440724,0.576240088,0.048371264,0,0.815948987,1.1129204684317834e-12,0.057176028,0
0.520742943,0.578663323,0.57385299,4.42058058058058e-14,0.0,1.9496868686868689e-13,0.095151331,0.209177869,0.209177869,0.209177869,0.230783776,0.186638548,0.7257257257257229,0.047071984,0.952928016,0.185649649,0.077961019,2.1595655655655658e-13,0.8328328328328328,0.019032258,7.874821316614421e-13,0.773212641,0.209377241,0.203149784,0.147445765,2.081981554404145e-12,0.038550517,0.365150293,3.273784056508577e-14,0.736794752,0.0,1.0208300000000001e-14,1.1491000000000123e-15,2.1332000000000002e-14,0.736794752,0.636870544,0.604192818,0.029141905,0,0.822747685,5.985136456211874e-13,0.08154516,0
0.480719544,0.544701265,0.532362546,1.5985385385385384e-14,0.1462925851703407,2.444686868686869e-13,0.186658569,0.186169989,0.186169989,0.186169989,0.219249315,0.175943361,0.727727727727725,0.164222874,0.835777126,0.174217631,0.283358321,1.1418518518518518e-14,1.322167167167167e-13,0.075967742,2.967685475444096e-13,0.867538165,0.563714664,0.832976345,0.101312329,4.4076000000000003e-13,0.126195425,0.329581882,1.153720282542886e-12,0.730007137,5.638206498951782e-13,1.14985e-14,0.7899999999999978,0.40700000000000003,0.730007137,0.640456245,0.505911119,0.023610504,0,0.802011252,9.797566191446129e-14,0.021837254,0
0.459659728,0.495965983,0.502114674,2.0129329329329327e-14,0.12124248496993988,5.778353535353535e-13,0.0,0.160549492,0.160549492,0.160549492,0.204027607,0.158318897,0.5845845845845804,0.186111195,0.813888805,0.157341075,0.047976012,0.4854854854854855,1.3403403403403404e-14,0.022096774,5.797919540229886e-13,0.695921626,0.136297217,0.254729083,0.006929679,2.6985699481865288e-14,0.141037533,0.339742175,4.3770837537840563e-13,0.721583275,1.8911477987421383e-13,2.0225e-14,9.913000000000096e-16,0.149,0.721583275,0.640398067,0.559152056,0.08542764,0,0.771157719,2.014455193482709e-13,0.018819784,0
0.56222883,0.639936764,0.618234381,7.58986986986987e-14,3.9179959919839676e-14,0.0,0.048385464,0.304201256,0.304201256,0.304201256,0.303488702,0.247495669,0.7837837837837816,0.055083593,0.944916407,0.246489707,0.077961019,0.08358358358358359,2.2036136136136135e-14,0.018709677,1.3540699059561128e-12,0.853315747,0.588421332,0.5652979,0.488070252,4.451281554404145e-12,0.059947923,0.530105128,1.3003935418768919e-14,0.992486803,0.0,3.17398e-14,2.3743400000000235e-14,7.35649e-14,0.992486803,0.826308935,0.918970937,0.016439046,0,0.855282008,5.383241344195574e-13,0.06995399,0
0.469994638,0.534289141,0.520049253,2.526866866866867e-14,0.0,1.1516262626262627e-13,0.204575362,0.168387341,0.168387341,0.168387341,0.214616621,0.173608496,7.359779779779853e-14,0.171297276,0.828702724,0.169753412,0.91904048,2.901481481481481e-14,1.6271895895895895e-12,0.222258065,6.926154649947754e-14,0.854299069,0.636027752,0.957474297,0.01666952,5.110880829015544e-14,0.179265196,0.307905343,9.663574167507568e-13,1.0,0.0,0.65,0.43899999999999434,0.0035900000000000003,1.0,0.604551019,0.383712397,0.029249374,0,0.797069458,3.263207739307569e-14,0.020778503,0
0.486374494,0.536742259,0.541838428,0.3763763763763764,0.0,5.647030303030304e-13,0.0,0.175972357,0.175972357,0.175972357,0.21896568,0.170520449,0.5815815815815774,0.084348641,0.915651359,0.16956489,0.082458771,1.2107007007007007e-14,1.0222922922922924e-14,0.021451613,3.088414002089864e-12,0.775716959,0.147817875,0.231916372,0.030960456,3.787052849740933e-13,0.044575898,0.348414053,1.0000075681130173e-12,0.487949648,1.541017819706499e-13,1.00645e-14,0.6569999999999965,0.389,0.487949648,0.653095873,0.586215518,0.029595887,0,0.798029536,1.2203452138492998e-12,0.045452318,0
0.520645444,0.558275185,0.587504684,1.2501201201201202e-14,0.08977955911823647,3.1215252525252524e-13,0.0,0.157852598,0.157852598,0.157852598,0.220005673,0.172328086,0.7587587587587563,0.110529976,0.889470024,0.171382249,0.083958021,1.4057957957957957e-14,0.6736736736736737,0.022903226,1.5111177638453501e-12,0.768280556,0.232782073,0.317007913,0.090768596,6.290619689119171e-13,0.079040462,0.354961388,5.89762462159435e-13,0.671014689,1.2490344863731655e-12,1.5734700000000002e-14,1.846300000000019e-15,1.2533800000000002e-14,0.671014689,0.670275146,0.616271073,0.038610962,0,0.809269616,8.820509164969541e-14,0.034095682,0
0.529274119,0.577627562,0.580973286,1.7895295295295296e-14,1.5107114228456914e-14,1.3496303030303032e-12,0.049094038,0.178416417,0.178416417,0.178416417,0.232391037,0.182496046,0.6996996996996967,0.105541615,0.894458385,0.181554936,0.272863568,0.8228228228228228,1.3463993993993992e-13,0.056290323,2.0976478578892373e-13,0.881286289,0.517776662,0.82327704,0.146872793,7.474957512953368e-13,0.107804473,0.350985086,1.5077600403632694e-12,0.962103849,0.0,1.1646e-14,0.07379999999999072,0.604,0.962103849,0.653695522,0.60028372,0.020377325,0,0.821692321,1.2584236252545956e-13,0.035840249,0
0.485935748,0.563072394,0.540125274,0.08528528528528528,0.0,3.101323232323232e-13,0.012653103,0.184273735,0.184273735,0.184273735,0.221991113,0.178880771,0.6106106106106067,0.107446262,0.892553738,0.177897594,0.062968516,4.8103003003003e-14,1.1358858858858858e-14,0.020322581,3.0295256008359458e-12,0.706670107,0.095920746,0.105858238,0.048578276,3.19640310880829e-13,0.083276123,0.348629174,8.318133198789103e-14,0.727469748,2.8288121593291404e-12,0.0581,0.5749999999999956,0.8180000000000001,0.727469748,0.638646127,0.592622125,0.117338329,0,0.812868213,2.772812627291271e-13,0.035150472,0
0.56569005,0.595235499,0.602120028,0.95995995995996,0.19238476953907815,3.626626262626263e-13,0.253871849,0.246049471,0.246049471,0.246049471,0.255838139,0.20938465,0.8018018018017998,0.046497566,0.953502434,0.206017646,0.16191904,2.9626826826826824e-14,3.324354354354354e-14,0.030322581,7.405216300940439e-13,0.822703886,0.337401236,0.368060066,0.128362093,2.0695391709844558e-12,0.033703413,0.363791729,6.542209889001009e-13,0.650807345,1.48558071278826e-13,0.903,0.8739999999999987,0.936,0.650807345,0.605825637,0.601569411,0.014147229,0,0.830427997,3.524171079429771e-13,0.082530174,0
0.54170526,0.572721326,0.598318968,1.4063863863863863e-14,0.44889779559118237,2.1921414141414144e-13,0.082093329,0.180312671,0.180312671,0.180312671,0.227947433,0.182119455,0.7887887887887867,0.115095081,0.884904919,0.180114622,0.071964018,0.001911911911911912,0.6736736736736737,0.021451613,7.690991640543364e-13,0.791843284,0.459611075,0.440319375,0.242378018,1.468381865284974e-12,0.090488159,0.356062176,0.0,0.739948265,7.634116352201258e-13,2.65017e-14,1.835570000000018e-14,3.9376500000000004e-14,0.739948265,0.677684173,0.622461177,0.031942571,0,0.817242456,6.114327902240388e-14,0.03262526,0
0.548481451,0.603030964,0.592055249,1.088068068068068e-14,0.027254509018036072,1.373878787878788e-13,0.1969835,0.208166533,0.208166533,0.208166533,0.242601872,0.1996686,0.6886886886886855,0.04958128,0.95041872,0.19776035,0.064467766,0.04824824824824825,1.4842242242242242e-14,0.017741935,9.76164367816092e-13,0.823899735,0.323800235,0.406036672,0.089657482,1.1102904663212436e-12,0.044023672,0.363520482,1.074355095862765e-12,0.802334891,0.0,2.5725200000000004e-14,1.0927600000000108e-14,1.53373e-14,0.802334891,0.645876142,0.603368304,0.016780704,0,0.837152759,1.5597525458248633e-13,0.077533151,0
0.459659728,0.483863934,0.494673162,5.2019019019019016e-14,3.400811623246493e-14,2.767949494949495e-13,0.0,0.16927226,0.16927226,0.16927226,0.199489458,0.159523989,0.6306306306306269,0.123771805,0.876228195,0.158517457,0.076461769,1.1475875875875876e-14,1.0147247247247248e-14,0.022258065,8.650685475444097e-13,0.747434276,0.276363446,0.322802562,0.093612968,4.928870466321244e-13,0.104190066,0.332798546,2.766558022199798e-13,0.794837716,7.29732285115304e-13,1.62784e-14,4.3758000000000456e-15,1.3099800000000002e-14,0.794837716,0.628482725,0.532925736,0.050018837,0,0.766855863,3.982423625254623e-14,0.030113059,0
0.458489738,0.517444396,0.506129878,0.3843843843843844,0.0,3.414484848484849e-13,0.0,0.179174919,0.179174919,0.179174919,0.20686395,0.165248174,0.548548548548544,0.113492759,0.886507241,0.164241007,0.116941529,1.0041341341341342e-14,1.7265365365365365e-14,0.02983871,3.7372889237199585e-12,0.728074396,0.113042877,0.258532025,0.009322087,4.817575129533679e-14,0.106159445,0.341081162,7.028960645812311e-13,0.882161039,4.3842431865828093e-13,0.743,0.30999999999999306,0.0814,0.882161039,0.640697093,0.566161553,0.063373079,0,0.784963423,3.8929918533605286e-13,0.033122448,0
0.489981963,0.542902311,0.5340757,1.5117217217217216e-14,0.28256513026052105,2.868969696969697e-13,0.50986942,0.203826219,0.203826219,0.203826219,0.221518389,0.176847179,0.6966966966966937,0.058620794,0.941379206,0.175854008,0.062968516,0.4134134134134134,1.2646146146146144e-14,0.017419355,1.8495156739811913e-12,0.878869795,0.505898239,0.648510512,0.236400054,2.2724898445595855e-12,0.056850647,0.341960892,1.425934308779011e-12,0.887165099,0.0,4.32232e-14,2.4155400000000243e-14,4.18514e-14,0.887165099,0.603749478,0.567141389,0.013564543,0,0.802135851,1.5465549898167165e-13,0.065789627,0
0.672939112,0.70551679,0.689919161,0.8608608608608609,0.251503006012024,0.0,0.242028545,0.248788504,0.248788504,0.248788504,0.281270682,0.253671763,2.2681781781782014e-14,0.051032439,0.948967561,0.239325843,0.139430285,0.967967967967968,2.4686486486486486e-14,0.027258065,1.804440856844305e-12,0.894124314,0.664669177,0.702208809,0.440458423,4.2798609326424865e-12,0.056237446,0.377089009,5.756582240161453e-13,1.0,0.0,3.28154e-14,2.164950000000021e-14,5.53061e-14,1.0,0.819792001,0.628051189,0.01237745,0,0.859347254,1.9000386965376975e-13,0.075408788,0
0.458684737,0.454153947,0.508431929,2.0175575575575576e-14,0.0,5.859171717171718e-13,0.0,0.160675909,0.160675909,0.160675909,0.192398601,0.138510206,0.6316316316316279,0.135108988,0.864891012,0.15058442,0.034482759,0.001911911911911912,0.2802802802802803,0.016129032,2.659682340647858e-12,0.842109095,0.419313625,0.401713369,0.291238448,7.0518554404145075e-12,0.022282047,0.345687576,0.0,0.145635874,3.1735836477987423e-12,4.77147e-14,4.05628000000004e-14,9.09921e-14,0.145635874,0.691352127,0.586668111,0.008526343,0,0.744635421,3.719726069246474e-13,0.02730803,0
0.528201628,0.561873092,0.577065153,0.6166166166166166,0.34168336673346694,1.5254040404040404e-13,0.0,0.190847415,0.190847415,0.190847415,0.227852888,0.18061309,8.586586586586673e-16,0.160141488,0.839858512,0.179149385,0.07946027,2.015925925925926e-14,0.7567567567567568,0.027580645,5.756279414838035e-12,0.83136507,0.441552107,0.470874298,0.207805811,2.0435100518134716e-12,0.055563147,0.338043126,4.260509586276488e-13,0.321968637,2.5642184486373165e-12,2.89381e-14,1.7714100000000172e-14,3.4349800000000005e-14,0.321968637,0.684870377,0.55109534,0.01829199,0,0.809817854,1.4417077087576524e-11,0.022486998,0
0.513528007,0.574411252,0.568606456,1.1806706706706708e-14,0.18537074148296592,2.9093838383838384e-13,0.052029558,0.188782605,0.188782605,0.188782605,0.234471022,0.185508775,0.9259259259259252,0.140822928,0.859177072,0.184118845,0.109445277,0.8418418418418419,3.2864864864864864e-14,0.030645161,1.3846432601880879e-12,0.836142526,0.385262371,0.498922446,0.124498958,1.157057512953368e-12,0.058819559,0.338368911,1.0923829465186681e-12,0.389249388,1.8192646750524108e-12,2.07426e-14,6.347900000000065e-15,1.4207200000000001e-14,0.389249388,0.681580733,0.554158526,0.018281795,0,0.81704418,5.404208757637529e-13,0.026063213,0
